,_id,주성분코드,Spec
3265,5f3dca6de37cbadbc379ba15,480600ATB,acetaminophen  0.1625g   (복합)
3266,5f3dca6de37cbadbc379ba18,481235BIJ,pemetrexed disodium  (as pemetrexed   0.8g(25mg/mL))   (단일)
3267,5f3dca6de37cbadbc379ba1e,481400BIS,acetic acid  600g(6.34mg/mL)   (복합)
3268,5f3dca6de37cbadbc379ba23,482030BIJ,Purified Tuberculin  0.6μg(0.4μg/mL)   (단일)
3269,5f3dca6de37cbadbc379ba25,483202ATB,S-amlodipine besylate  (as S-amlodipine   5mg)   (단일)
3270,5f3dca6de37cbadbc379ba32,483201ATB,S-amlodipine besylate  (as S-amlodipine   2.5mg)   (단일)
3271,5f3dca6de37cbadbc379ba35,483601ATB,sulfadiazine  0.5g   (단일)
3272,5f3dca6de37cbadbc379ba3c,483701ATB,tetrabenazine  25mg   (단일)
3273,5f3dca6de37cbadbc379ba3e,484130BIJ,rabies human immunoglobulin  300I.U(150I.U/mL)   (단일)
3274,5f3dca6de37cbadbc379ba41,485502ATB,sirolimus  2mg   (단일)
3275,5f3dca6de37cbadbc379ba44,484301BIJ,azacitidine  0.1g   (단일)
3276,5f3dca6de37cbadbc379ba48,484201BIJ,colistin sodium methanesulfonate  0.15g   (단일)
3277,5f3dca6de37cbadbc379ba4c,485201ATB,bosentan hydrate  (as bosentan   62.5mg)   (단일)
3278,5f3dca6de37cbadbc379ba54,484931BIJ,insulin glulisine  34.9mg(3.49mg/mL)   (단일)
3279,5f3dca6de37cbadbc379ba57,486001APD,deferasirox  0.125g   (단일)
3280,5f3dca6de37cbadbc379ba5a,486003APD,deferasirox  0.5g   (단일)
3281,5f3dca6de37cbadbc379ba5d,485602ATB,everolimus  0.5mg   (단일)
3282,5f3dca6de37cbadbc379ba61,485603ATB,everolimus  0.75mg   (단일)
3283,5f3dca6de37cbadbc379ba64,486009APD,deferasirox  1g   (단일)
3284,5f3dca6de37cbadbc379ba6c,486501ATB,S-amlodipine nicotinate  (as S-amlodipine   2.5mg)   (단일)
3285,5f3dca6de37cbadbc379ba6e,486601BIJ,moroctocog α  250I.U   (단일)
3286,5f3dca6de37cbadbc379ba70,486800BIJ,medium chain triglyceride  30g(60mg/mL)   (복합)
3287,5f3dca6de37cbadbc379ba71,487001ATB,petasites hybridus CO2 extracts  30mg (as total petasin   8mg)   (단일)
3288,5f3dca6de37cbadbc379ba74,487202ATB,entecavir  0.5mg   (단일)
3289,5f3dca6de37cbadbc379ba76,487401ACH,bacteria culture of Lactobacillus rhamnosus R0011 and Lactobacillus helveticus R0052  20mg   (단일)
3290,5f3dca6de37cbadbc379ba7d,487301BIJ,"gadoxetic acid disodium  (as gadolinium oxide   0.45312g(45.312mg/mL)), EOB-DTPA   1.32717g(0.132717g/mL)   (단일)"
3291,5f3dca6de37cbadbc379ba80,487802ACH,clevudine  30mg   (단일)
3292,5f3dca6de37cbadbc379ba82,488200BIJ,aminoacetic acid  1.49g(A액300mL중)   (복합)
3293,5f3dca6de37cbadbc379ba84,488433BIJ,adalimumab  20mg(0.1g/mL)   (단일)
3294,5f3dca6de37cbadbc379ba87,488502ATB,levetiracetam  0.25g   (단일)
3295,5f3dca6de37cbadbc379ba8c,488501ATR,levetiracetam  0.5g   (단일)
3296,5f3dca6de37cbadbc379ba91,488531ALQ,levetiracetam  30g(0.1g/mL)   (단일)
3297,5f3dca6de37cbadbc379ba9a,488730BIJ,insulin detemir  42.6mg(14.2mg/mL)   (단일)
3298,5f3dca6de37cbadbc379baa0,488505ATR,levetiracetam  0.75g   (단일)
3299,5f3dca6de37cbadbc379baa2,488530ALQ,levetiracetam  15g(0.1g/mL)   (단일)
3300,5f3dca6de37cbadbc379baa6,488503ATB,levetiracetam  1g   (단일)
3301,5f3dca6de37cbadbc379baa9,488534BIJ,levetiracetam  1g(0.1g/mL)   (단일)
3302,5f3dca6de37cbadbc379baad,489302ATB,lafutidine  10mg   (단일)
3303,5f3dca6de37cbadbc379bab5,489502ATB,nebivolol hydrochloride  (as nebivolol   2.5mg)   (단일)
3304,5f3dca6de37cbadbc379babc,489501ATB,nebivolol hydrochloride  (as nebivolol   5mg)   (단일)
3305,5f3dca6de37cbadbc379babf,490030BIJ,palonosetron hydrochloride  (as palonosetron   75μg(50μg/mL))   (단일)
3306,5f3dca6de37cbadbc379bac3,490303ATB,pelargonium sidoides 11% ethanol ext.(1→8~10)  (as dried pelargonium sidoides ethanol ext.   16~20mg)   (단일)
3307,5f3dca6de37cbadbc379bac7,489604ACH,atomoxetine hydrochloride  (as atomoxetine   40mg)   (단일)
3308,5f3dca6de37cbadbc379bacb,489606ACH,atomoxetine hydrochloride  (as atomoxetine   80mg)   (단일)
3309,5f3dca6de37cbadbc379bad0,493303ATB,dasatinib  70mg   (단일)
3310,5f3dca6de37cbadbc379bad4,493301ATB,dasatinib  20mg   (단일)
3311,5f3dca6de37cbadbc379bad8,493801ATD,solifenacin succinate  5mg   (단일)
3312,5f3dca6de37cbadbc379badc,493802ATD,solifenacin succinate  10mg   (단일)
3313,5f3dca6de37cbadbc379bae0,494201ATB,irsogladine maleate  4mg   (단일)
3314,5f3dca6de37cbadbc379bae3,495502ATE,duloxetine hydrochloride  (as duloxetine   60mg)   (단일)
3315,5f3dca6de37cbadbc379bae7,496700BIJ,potassium chloride  3g(3mg/mL)   (복합)
3316,5f3dca6de37cbadbc379baeb,497800BIJ,aminoacetic acid(glycine)  2.688g(B액349.44mL중)   (복합)
3317,5f3dca6de37cbadbc379baee,497401BIJ,micafungin sodium  50mg   (단일)
3318,5f3dca6de37cbadbc379baf5,498430BIJ,idursulfase(recombinant human iduronate-2-sulfatase)  6mg(2mg/mL)   (단일)
3319,5f3dca6de37cbadbc379baf9,498702ATB,darunavir ethanolate  (as darunavir   0.6g)   (단일)
3320,5f3dca6de37cbadbc379bafd,498703ATB,darunavir ethanolate  (as darunavir   0.4g)   (단일)
3321,5f3dca6de37cbadbc379bb01,500200ATB,cholecalciferol concentrated powder  (as vitamin D3   5.6KI.U)   (복합)
3322,5f3dca6de37cbadbc379bb06,500333BIJ,erythropoietin  2KI.U(4KI.U/mL)   (단일)
3323,5f3dca6de37cbadbc379bb0a,500331BIJ,erythropoietin  1KI.U(4KI.U/mL)   (단일)
3324,5f3dca6de37cbadbc379bb0e,500338BIJ,erythropoietin  4KI.U(4KI.U/mL)   (단일)
3325,5f3dca6de37cbadbc379bb13,500339BIJ,erythropoietin  4KI.U(8KI.U/mL)   (단일)
3326,5f3dca6de37cbadbc379bb17,500342BIJ,erythropoietin  8KI.U(10KI.U/mL)   (단일)
3327,5f3dca6de37cbadbc379bb1b,500432CSI,fluticasone furoate(micronized)  6mg(0.2mg/회)   (단일)
3328,5f3dca6de37cbadbc379bb1f,501101ATB,sitagliptin phosphate hydrate  (as sitagliptin   25mg)   (단일)
3329,5f3dca6de37cbadbc379bb22,501601ATB,perindopril arginine  5mg   (단일)
3330,5f3dca6de37cbadbc379bb28,502300ATR,metformin hydrochloride  1g   (복합)
3331,5f3dca6de37cbadbc379bb2b,502900ATB,metformin hydrochloride  0.85g   (복합)
3332,5f3dca6de37cbadbc379bb2f,503203ATR,paliperidone  9mg   (단일)
3333,5f3dca6de37cbadbc379bb32,503202ATR,paliperidone  6mg   (단일)
3334,5f3dca6de37cbadbc379bb37,503630BIJ,ranibizumab  3mg(10mg/mL)   (단일)
3335,5f3dca6de37cbadbc379bb3a,503632BIJ,ranibizumab  1.65mg(10mg/mL)   (단일)
3336,5f3dca6de37cbadbc379bb3e,503801ATR,fesoterodine fumarate  4mg   (단일)
3337,5f3dca6de37cbadbc379bb43,504202ATB,silodosin  4mg   (단일)
3338,5f3dca6de37cbadbc379bb46,504307BIJ,methoxy polyethylene glycol-epoetin β  0.12mg(0.4mg/mL)   (단일)
3339,5f3dca6de37cbadbc379bb4c,504311BIJ,methoxy polyethylene glycol-epoetin β  0.36mg(0.6mg/mL)   (단일)
3340,5f3dca6de37cbadbc379bb50,505100BIJ,calcium chloride dihydrate  0.37g(A액500mL중)   (복합)
3341,5f3dca6de37cbadbc379bb53,505601ATB,polaprezinc  75mg   (단일)
3342,5f3dca6de37cbadbc379bb58,505801ATB,Imidafenacin  0.1mg   (단일)
3343,5f3dca6de37cbadbc379bb5b,506230BIJ,beroctocog α  500I.U   (단일)
3344,5f3dca6de37cbadbc379bb5f,505802ATD,imidafenacin  0.1mg   (단일)
3345,5f3dca6de37cbadbc379bb63,509101ACH,stiripentol  0.5g   (단일)
3346,5f3dca6de37cbadbc379bb67,507300ATB,carbidopa monohydrate  (as carbidopa   31.25mg)   (복합)
3347,5f3dca6de37cbadbc379bb6b,507100ATB,metformin hydrochloride  1g   (복합)
3348,5f3dca6de37cbadbc379bb6f,510030CSI,ciclesonide(micronized)  6mg(50μg/회)   (단일)
3349,5f3dca6de37cbadbc379bb72,509800BIS,calcium chloride dihydrate  0.92g(A용액 3750mL중)(2백)   (복합)
3350,5f3dca6de37cbadbc379bb74,509600BIS,calcium chloride dihydrate  0.92g(A용액 3750mL중)(2백)   (복합)
3351,5f3dca6de37cbadbc379bb75,510300BIS,calcium chloride  49.5g(9mg/mL)   (복합)
3352,5f3dca6de37cbadbc379bb78,510700BIS,calcium chloride dihydrate  0.368g(A용액 725mL중)(2백)   (복합)
3353,5f3dca6de37cbadbc379bb7a,511200ATB,cholecalciferol concentrated powder  (as cholecalciferol   5.6KI.U)   (복합)
3354,5f3dca6de37cbadbc379bb7d,511402ATB,rivaroxaban(micronized)  15mg   (단일)
3355,5f3dca6de37cbadbc379bb80,511600ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
3356,5f3dca6de37cbadbc379bb82,511303ATB,blonanserin  8mg   (단일)
3357,5f3dca6de37cbadbc379bb85,512130BIJ,exenatide  0.3mg(0.25mg/mL)   (단일)
3358,5f3dca6de37cbadbc379bb88,512201BIJ,abatacept  0.25g   (단일)
3359,5f3dca6de37cbadbc379bb8b,511500ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
3360,5f3dca6de37cbadbc379bb8d,512430BIJ,treprostinil  20mg(1mg/mL)   (단일)
3361,5f3dca6de37cbadbc379bb91,512800BIJ,calcium chloride  0.135g(0.27mg/mL)   (복합)
3362,5f3dca6de37cbadbc379bb94,513500BIS,calcium chloride  0.385875g(A용액 750mL중)(2백)   (복합)
3363,5f3dca6de37cbadbc379bb98,513600ATB,hydrochlorothiazide  12.5mg   (복합)
3364,5f3dca6de37cbadbc379bb9a,515202ATB,fimasartan potassium trihydrate  (as fimasartan potassium   0.12g)   (단일)
3365,5f3dca6de37cbadbc379bb9f,517200ATR,naloxone hydrochloride  20mg   (복합)
3366,5f3dca6de37cbadbc379bba2,517401ATB,cabergoline  0.5mg   (단일)
3367,5f3dca6de37cbadbc379bba4,518100BIJ,potassium chloride  1.5g(15mg/mL)   (복합)
3368,5f3dca6de37cbadbc379bba7,518400ATB,cholecalciferol  30KI.U   (복합)
3369,5f3dca6de37cbadbc379bbaa,518500ATR,metformin hydrochloride  0.5g   (복합)
3370,5f3dca6de37cbadbc379bbad,518600ATR,metformin hydrochloride  1g   (복합)
3371,5f3dca6de37cbadbc379bbb0,519400BIJ,potassium chloride  1.5g(1.5mg/mL)   (복합)
3372,5f3dca6de37cbadbc379bbb3,519600ATB,metformin hydrochloride  0.5g   (복합)
3373,5f3dca6de37cbadbc379bbb6,520301ACH,fenofibric acid  0.135g   (단일)
3374,5f3dca6de37cbadbc379bbb9,521300ATB,S-amlodipine besylate  (as S-amlodipine   5mg)   (복합)
3375,5f3dca6de37cbadbc379bbbc,522000ATB,fimasartan potassium trihydrate  (as fimasartan potassium   60mg)   (복합)
3376,5f3dca6de37cbadbc379bbbe,522300ATB,lercanidipine hydrochloride  10mg   (복합)
3377,5f3dca6de37cbadbc379bbc3,522400ATB,lercanidipine hydrochloride  20mg   (복합)
3378,5f3dca6de37cbadbc379bbc7,522500ALQ,magnesium oxide  3.5g   (복합)
3379,5f3dca6de37cbadbc379bbc9,522700ATB,S-amlodipine besylate  (as S-amlodipine   2.5mg)   (복합)
3380,5f3dca6de37cbadbc379bbcc,522900ATB,amlodipine adipate  (as amlodipine   5mg)   (복합)
3381,5f3dca6de37cbadbc379bbcf,523700ATB,metformin hydrochloride  0.5g   (복합)
3382,5f3dca6de37cbadbc379bbd2,524500BIJ,calcium chloride dihydrate  0.338g(B액457mL중)   (복합)
3383,5f3dca6de37cbadbc379bbd6,524300BIJ,calcium chloride dihydrate  0.684g(B액924mL중)   (복합)
3384,5f3dca6de37cbadbc379bbd8,523900ATB,cholecalciferol concentrated granule  (as cholecalciferol   24KI.U)   (복합)
3385,5f3dca6de37cbadbc379bbdb,525300ATB,rosuvastatin calcium  (as rosuvastatin   20mg)   (복합)
3386,5f3dca6de37cbadbc379bbde,526030BIJ,BDDE bridged sodium hyaluronate gel  (as butanediol diglycidyl ether bridged sodium hyaluronate   60mg(20mg/mL))   (단일)
3387,5f3dca6de37cbadbc379bbe1,525400COS,fluorometholone  0.6mg(1mg/mL)   (복합)
3388,5f3dca6de37cbadbc379bbe4,525600ATB,glimepiride  4mg   (복합)
3389,5f3dca6de37cbadbc379bbe7,526500ATB,olmesartan medoxomil  40mg   (복합)
3390,5f3dca6de37cbadbc379bbec,526900ATB,olmesartan medoxomil  20mg   (복합)
3391,5f3dca6de37cbadbc379bbef,528300CCM,betamethasone valerate  (as betamethasone   10mg(1mg/g))   (복합)
3392,5f3dca6de37cbadbc379bbf1,528800CCM,diflucortolone valerate  10mg(1mg/g)   (복합)
3393,5f3dca6de37cbadbc379bbf4,530001COS,sodium hyaluronate  0.4mg(1mg/mL)   (단일)
3394,5f3dca6de37cbadbc379bbf7,530002COS,sodium hyaluronate  0.5mg(1mg/mL)   (단일)
3395,5f3dca6de37cbadbc379bbfa,530005COS,sodium hyaluronate  0.8mg(1mg/mL)   (단일)
3396,5f3dca6de37cbadbc379bbfc,530012COS,sodium hyaluronate  1.44mg(1.8mg/mL)   (단일)
3397,5f3dca6de37cbadbc379bbff,530007COS,sodium hyaluronate  0.9mg(1mg/mL)   (단일)
3398,5f3dca6de37cbadbc379bc02,530020COS,sodium hyaluronate  5mg(1mg/mL)   (단일)
3399,5f3dca6de37cbadbc379bc05,530029COS,sodium hyaluronate  10mg(1mg/mL)   (단일)
3400,5f3dca6de37cbadbc379bc09,530032BIJ,sodium hyaluronate  12.75mg(15mg/mL)   (단일)
3401,5f3dca6de37cbadbc379bc0c,530036BIJ,sodium hyaluronate  14.25mg(15mg/mL)   (단일)
3402,5f3dca6de37cbadbc379bc0e,530037COS,sodium hyaluronate  15mg(1.5mg/mL)   (단일)
3403,5f3dca6de37cbadbc379bc12,530048COS,sodium hyaluronate  0.9mg(1.8mg/mL)   (단일)
3404,5f3dca6de37cbadbc379bc15,530055COS,sodium hyaluronate  1.8mg(3mg/mL)   (단일)
3405,5f3dca6de37cbadbc379bc17,530057COS,sodium hyaluronate  0.45mg(1.5mg/mL)   (단일)
3406,5f3dca6de37cbadbc379bc1a,530058COS,sodium hyaluronate  0.525mg(1.5mg/mL)   (단일)
3407,5f3dca6de37cbadbc379bc1d,530059COS,sodium hyaluronate  0.675mg(1.5mg/mL)   (단일)
3408,5f3dca6de37cbadbc379bc20,530063COS,sodium hyaluronate  1.5mg(3mg/mL)   (단일)
3409,5f3dca6de37cbadbc379bc24,530098COS,sodium hyaluronate  1.08mg(1.8mg/mL)   (단일)
3410,5f3dca6de37cbadbc379bc27,530084COS,sodium hyaluronate  1.2mg(1.5mg/mL)   (단일)
3411,5f3dca6de37cbadbc379bc2a,530069COS,sodium hyaluronate  0.81mg(1.8mg/mL)   (단일)
3412,5f3dca6de37cbadbc379bc2d,530071COS,sodium hyaluronate  0.63mg(1.8mg/mL)   (단일)
3413,5f3dca6de37cbadbc379bc2f,530067COS,sodium hyaluronate  0.54mg(1.8mg/mL)   (단일)
3414,5f3dca6de37cbadbc379bc32,530075COS,sodium hyaluronate  0.55mg(1mg/mL)   (단일)
3415,5f3dca6de37cbadbc379bc35,530066COS,sodium hyaluronate  1.17mg(3mg/mL)   (단일)
3416,5f3dca6de37cbadbc379bc37,530097BIJ,sodium hyaluronate  9.75mg(15mg/mL)   (단일)
3417,5f3dca6de37cbadbc379bc3b,530074COS,sodium hyaluronate  0.6mg(1.5mg/mL)   (단일)
3418,5f3dca6de37cbadbc379bc3d,530900ASY,chlorpheniramine maleate  0.4g(0.4mg/mL)   (복합)
3419,5f3dca6de37cbadbc379bc40,5300A4COS,sodium hyaluronate  18mg(1.8mg/mL)   (A단)
3420,5f3dca6de37cbadbc379bc43,532100ASY,ambroxol hydrochloride  1.5g(1.5mg/mL)   (복합)
3421,5f3dca6de37cbadbc379bc46,532900ASY,acetylcysteine  0.2g(20mg/mL)   (복합)
3422,5f3dca6de37cbadbc379bc49,533100ASY,acetylcysteine  11g(20mg/mL)   (복합)
3423,5f3dca6de37cbadbc379bc4d,533500ASY,coptis rhizome butanol dried ext.(4.5~7→1)  13.125mg(0.875mg/mL)   (복합)
3424,5f3dca6de37cbadbc379bc50,536200ASY,amoxicillin  3g(50mg/mL)   (복합)
3425,5f3dca6de37cbadbc379bc53,537900COO,dexamethasone  3.5mg(1mg/g)   (복합)
3426,5f3dca6de37cbadbc379bc56,538900COS,fluorometholone  6mg(1mg/mL)   (복합)
3427,5f3dca6de37cbadbc379bc59,538500COO,fluorometholone  4mg(1mg/g)   (복합)
3428,5f3dca6de37cbadbc379bc5c,540400COO,oxytetracycline hydrochloride  17.5mg(5mg/g)   (복합)
3429,5f3dca6de37cbadbc379bc5f,539300COS,potassium iodide  45mg(3mg/mL)   (복합)
3430,5f3dca6de37cbadbc379bc62,540900COS,brimonidine tartrate  10mg(2mg/mL)   (복합)
3431,5f3dca6de37cbadbc379bc65,541100BIJ,chondroitin sodium sulfate  40mg(40mg/mL)   (복합)
3432,5f3dca6de37cbadbc379bc68,542100CSS,ciprofloxacin hydrochloride  (as ciprofloxacin   14mg(2mg/mL))   (복합)
3433,5f3dca6de37cbadbc379bc6b,541700COS,dorzolamide hydrochloride  (as dorzolamide   5mg(20mg/mL))   (복합)
3434,5f3dca6de37cbadbc379bc6f,542400CLQ,ciprofloxacin hydrochloride  (as ciprofloxacin   30mg(3mg/mL))   (복합)
3435,5f3dca6de37cbadbc379bc72,541900COS,dorzolamide hydrochloride  (as dorzolamide   8mg(20mg/mL))   (복합)
3436,5f3dca6de37cbadbc379bc75,542000CSS,ciprofloxacin hydrochloride  (as ciprofloxacin   10mg(2mg/mL))   (복합)
3437,5f3dca6de37cbadbc379bc78,543500CSI,fluticasone propionate  30mg(0.5mg/회)   (복합)
3438,5f3dca6de37cbadbc379bc7b,543600CSI,fluticasone propionate  30mg(0.25mg/회)   (복합)
3439,5f3dca6de37cbadbc379bc7e,543900CSI,budesonide(micronized)  19.2mg(0.16mg/회)   (복합)
3440,5f3dca6de37cbadbc379bc81,544700CLQ,dibasic sodium phosphate  7.98g(60mg/mL)   (복합)
3441,5f3dca6de37cbadbc379bc84,545600CCM,econazole nitrate  0.15g(10mg/g)   (복합)
3442,5f3dca6de37cbadbc379bc88,547500ATB,olmesartan medoxomil  40mg   (복합)
3443,5f3dca6de37cbadbc379bc8b,548300CCM,diflucortolone valerate  25mg(1mg/g)   (복합)
3444,5f3dca6de37cbadbc379bc8e,549300CCM,betamethasone dipropionate  0.288g(0.64mg/g)   (복합)
3445,5f3dca6de37cbadbc379bc91,547700ATB,olmesartan medoxomil  20mg   (복합)
3446,5f3dca6de37cbadbc379bc94,548200CCM,diflucortolone valerate  20mg(1mg/g)   (복합)
3447,5f3dca6de37cbadbc379bc97,549800CCM,betamethasone dipropionate  19.29mg(0.643mg/g)   (복합)
3448,5f3dca6de37cbadbc379bc9a,551501ATB,desloratadine  5mg   (단일)
3449,5f3dca6de37cbadbc379bc9d,554600BIJ,follitropin-α  150I.U   (복합)
3450,5f3dca6de37cbadbc379bca0,554331BIJ,bevacizumab  0.4g(25mg/mL)   (단일)
3451,5f3dca6de37cbadbc379bca3,564701ATB,ambrisentan  5mg   (단일)
3452,5f3dca6de37cbadbc379bca6,568603COS,loteprednol etabonate  25mg(5mg/mL)   (단일)
3453,5f3dca6de37cbadbc379bca9,568931BIJ,fulvestrant  0.5g(50mg/mL)   (단일)
3454,5f3dca6de37cbadbc379bcab,572534BIJ,follitropin  300I.U(300I.U/mL)   (단일)
3455,5f3dca6de37cbadbc379bcae,572537BIJ,follitropin  225I.U(500I.U/mL)   (단일)
3456,5f3dca6de37cbadbc379bcb1,572801CSI,Nitrous oxide  45L   (단일)
3457,5f3dca6de37cbadbc379bcb4,586432BIJ,paliperidone palmitate  (as paliperidone   75mg(0.1g/mL))   (단일)
3458,5f3dca6de37cbadbc379bcb7,588207ATB,lenalidomide  20mg   (단일)
3459,5f3dca6de37cbadbc379bcba,586436BIJ,paliperidone palmitate  (as paliperidone   0.263g(0.2g/mL))   (단일)
3460,5f3dca6de37cbadbc379bcbc,593201BIJ,doripenem monohydrate  (as doripenem   0.25g)   (단일)
3461,5f3dca6de37cbadbc379bcbf,599900ATB,emtricitabine  0.2g   (복합)
3462,5f3dca6de37cbadbc379bcc2,606700BIS,acetic acid  31.55g(6.31mg/mL)   (복합)
3463,5f3dca6de37cbadbc379bcc5,611704ATB,lacosamide  0.15g   (단일)
3464,5f3dca6de37cbadbc379bcc8,611705ATB,lacosamide  0.2g   (단일)
3465,5f3dca6de37cbadbc379bccb,611901CSI,indacaterol maleate  (as indacaterol   4.5mg(0.15mg/캡슐))   (단일)
3466,5f3dca6de37cbadbc379bccf,613101ATB,agomelatine  25mg   (단일)
3467,5f3dca6de37cbadbc379bcd2,613301ATB,saxagliptin hydrate  (as saxagliptin   2.5mg)   (단일)
3468,5f3dca6de37cbadbc379bcd5,614602BIJ,bendamustine hydrochloride  (as bendamustine   90.8mg)   (단일)
3469,5f3dca6de37cbadbc379bcd8,614500ATB,atorvastatin calcium  (as atorvastatin   10mg)   (복합)
3470,5f3dca6de37cbadbc379bcdc,614202ATB,naftopidil  50mg   (단일)
3471,5f3dca6de37cbadbc379bcdf,613302ATB,saxagliptin hydrate  (as saxagliptin   5mg)   (단일)
3472,5f3dca6de37cbadbc379bce2,614203ATB,naftopidil  75mg   (단일)
3473,5f3dca6de37cbadbc379bce5,614901ATB,corydalis tuber·pharbitis seed(5:1) 50% ethanol ext.(9.5~11.5→1)  30mg   (단일)
3474,5f3dca6de37cbadbc379bce8,615134BIJ,gadoteridol  5.586g(0.2793g/mL)   (단일)
3475,5f3dca6de37cbadbc379bceb,615701ATB,dienogest  2mg/정   (단일)
3476,5f3dca6de37cbadbc379bcee,616401ATB,linagliptin  5mg   (단일)
3477,5f3dca6de37cbadbc379bcf1,617002ATB,apixaban  5mg   (단일)
3478,5f3dca6de37cbadbc379bcf4,616001BIJ,fosaprepitant dimeglumine  (as fosaprepitant   0.15g)   (단일)
3479,5f3dca6de37cbadbc379bcf7,617332COS,diquafosol sodium  12mg(30mg/mL)   (단일)
3480,5f3dca6de37cbadbc379bcf9,617334COS,diquafosol sodium  9mg(30mg/mL)   (단일)
3481,5f3dca6de37cbadbc379bcfc,617502ACH,crizotinib  0.25g   (단일)
3482,5f3dca6de37cbadbc379b6b6,221603ATB,pyridoxine hydrochloride  50mg   (단일)
3483,5f3dca6de37cbadbc379b6ba,222603ATB,ramosetron hydrochloride  5μg   (단일)
3484,5f3dca6de37cbadbc379b6be,222630BIJ,ramosetron hydrochloride  0.3mg(0.15mg/mL)   (단일)
3485,5f3dca6de37cbadbc379b6c2,223501BIJ,recombinant human tissue-type plasminogen activator  20mg   (단일)
3486,5f3dca6de37cbadbc379b6c5,223601ACH,ribavirin  0.1g   (단일)
3487,5f3dca6de37cbadbc379b6cb,223831BIJ,ribostamycin sulfate  1g(0.3333g/mL)   (단일)
3488,5f3dca6de37cbadbc379b6d1,224001ATB,riluzole  50mg   (단일)
3489,5f3dca6de37cbadbc379b6d5,224204ATB,risperidone  0.5mg   (단일)
3490,5f3dca6de37cbadbc379b6d9,224501ACH,rivastigmine tartrate  (as rivastigmine   1.5mg)   (단일)
3491,5f3dca6de37cbadbc379b6dd,224731BIJ,rocuronium bromide  50mg(10mg/mL)   (단일)
3492,5f3dca6de37cbadbc379b6e0,224903ATB,ropinirole hydrochloride  (as ropinirole   0.25mg)   (단일)
3493,5f3dca6de37cbadbc379b6e4,224905ATR,ropinirole hydrochloride  (as ropinirole   4mg)   (단일)
3494,5f3dca6de37cbadbc379b6e8,225031BIJ,ropivacaine hydrochloride  40mg(2mg/mL)   (단일)
3495,5f3dca6de37cbadbc379b6eb,225033BIJ,ropivacaine hydrochloride  0.15g(7.5mg/mL)   (단일)
3496,5f3dca6de37cbadbc379b6ef,225332ASS,roxithromycin  5g(10mg/mL)   (단일)
3497,5f3dca6de37cbadbc379b6f3,225403ACH,saccharomyces boulardii  56.5mg   (단일)
3498,5f3dca6de37cbadbc379b6fd,225333AGN,roxithromycin  5g(50mg/g)   (단일)
3499,5f3dca6de37cbadbc379b701,225337AGN,roxithromycin  15g(50mg/g)   (단일)
3500,5f3dca6de37cbadbc379b705,226401ATB,selegiline hydrochloride  5mg   (단일)
3501,5f3dca6de37cbadbc379b708,226932CCM,sertaconazole nitrate  0.6g(20mg/g)   (단일)
3502,5f3dca6de37cbadbc379b70c,227101BIJ,human serum albumin  10g(0.2g/mL)   (단일)
3503,5f3dca6de37cbadbc379b713,227730ASS,simethicone  0.2g(20mg/mL)   (단일)
3504,5f3dca6de37cbadbc379b716,227801ATR,simvastatin  20mg   (단일)
3505,5f3dca6de37cbadbc379b71a,228509BIS,sodium bicarbonate  700g(70mg/mL)   (단일)
3506,5f3dca6de37cbadbc379b71e,228502BIJ,sodium bicarbonate  1.68g(84mg/mL)   (단일)
3507,5f3dca6de37cbadbc379b722,228303ATB,sodium alendronate  (as alendronic acid   70mg)   (단일)
3508,5f3dca6de37cbadbc379b724,228515BIS,sodium bicarbonate  750g   (단일)
3509,5f3dca6de37cbadbc379b726,228303ALQ,sodium alendronate  (as alendronic acid   70mg)   (단일)
3510,5f3dca6de37cbadbc379b72a,228506BIS,sodium bicarbonate  882g(70mg/mL)   (단일)
3511,5f3dca6de37cbadbc379b72e,228519BIS,sodium bicarbonate  1058.4g(84mg/mL)   (단일)
3512,5f3dca6de37cbadbc379b731,228524BIS,sodium bicarbonate  408.1g(58.3mg/mL)   (단일)
3513,5f3dca6de37cbadbc379b736,228532BIS,sodium bicarbonate  760g   (단일)
3514,5f3dca6de37cbadbc379b739,228633COS,carboxymethyl cellulose sodium  2.5mg(5mg/mL)   (단일)
3515,5f3dca6de37cbadbc379b73b,228651COS,carboxymethyl cellulose sodium  4.5mg(10mg/mL)   (단일)
3516,5f3dca6de37cbadbc379b73f,228647COS,carboxymethyl cellulose sodium  1.75mg(5mg/mL)   (단일)
3517,5f3dca6de37cbadbc379b742,228639COS,carboxymethyl cellulose sodium  4.75mg(5mg/mL)   (단일)
3518,5f3dca6de37cbadbc379b746,228701BIJ,sodium chloride(3%)  15g(30mg/mL)   (단일)
3519,5f3dca6de37cbadbc379b74a,228709BIJ,sodium chloride(0.45%)  4.5g(4.5mg/mL)   (단일)
3520,5f3dca6de37cbadbc379b74d,228712BIJ,sodium chloride(0.9%)  1.35g(9mg/mL)   (단일)
3521,5f3dca6de37cbadbc379b751,228722BIJ,sodium chloride(0.9%)  1.8g(9mg/mL)   (단일)
3522,5f3dca6de37cbadbc379b754,228740COS,sodium chloride  20mg(20mg/mL)   (단일)
3523,5f3dca6de37cbadbc379b75a,228838CLQ,sodium cromoglycate  0.2g(20mg/mL)   (단일)
